_date_	ar_nvda
2024-03-27	-1.160776753308607
2024-03-28	-2.8396078574693568
2024-03-29	3.6440199190164048
2024-04-01	0.40159691372556016
2024-04-02	0.6644357217406824
2024-04-03	1.2378807264009732
2024-04-04	1.8043102685380276
2024-04-05	-1.5888312896684656
2024-04-08	1.7732859701559232
2024-04-09	-6.2440681825886
2024-04-10	1.8352640583373128
2024-04-11	0.15698730013908912
2024-04-12	-3.6964744640908176
2024-04-15	4.918396067404192
2024-04-16	1.650491587179375
2024-04-17	-0.79890318451969792
2024-04-18	2.713337312470962
2024-04-19	-3.3481842278649392
2024-04-22	0.021721547611709192
2024-04-23	-0.86632331805654512
2024-04-24	1.0968905934057966
2024-04-25	-1.6102541092421556
2024-04-26	0.13975790762055562
2024-04-29	-2.5143882197760988
2024-04-30	1.2457053609333664
2024-05-01	-0.12641140066576628
2024-05-02	-0.62236338204115248
2024-05-03	0.48153089006867368
2024-05-06	0.18157978850778068
2024-05-07	-1.946205076312388
2024-05-08	0.98764992672672512
2024-05-09	0.070646282641429688
2024-05-10	-0.15680532548948772
2024-05-13	9.6484695715081312
2024-05-14	0.1209364082283595
2024-05-15	5.4187519502931616
2024-05-16	1.9582448811385844
2024-05-17	-1.6176560399994186
2024-05-20	-0.85216294908985472
2024-05-21	3.5053937849994908
2024-05-22	0.79392077411328912
2024-05-23	0.81477815001292704
2024-05-24	-1.092842801796468
2024-05-27	0.31283671970185568
2024-05-28	-0.08111355315138224
2024-05-29	-2.6621570382910988
2024-05-30	0.18170982518876012
2024-05-31	2.6603774892512724
2024-06-03	1.3899105844242392
2024-06-04	-2.7815180341269348
2024-06-05	3.2992698186083448
2024-06-06	-2.0188353248100864
2024-06-07	-2.9766506183301588
2024-06-10	-4.6876864941868648
2024-06-11	3.787695498426136
2024-06-12	-0.88983393086529856
2024-06-13	-2.6520959155768776
2024-06-14	1.0482579400327234
2024-06-17	-1.2244122353616604
2024-06-18	-3.1759071874579152
2024-06-19	2.512875258715232
2024-06-20	-3.9277604376258568
2024-06-21	1.187136837326303
2024-06-24	2.065494563194162
2024-06-25	0.065273324255482824
2024-06-26	-1.6373972267831274
2024-06-27	0.013273942219222734
2024-06-28	-1.5641034199479606
2024-07-01	-2.1449453297358988
2024-07-02	-0.99056911303238768
2024-07-03	3.989163887938432
2024-07-04	-1.015873577777187
2024-07-05	1.2260383466354536
2024-07-08	-0.74213756865219184
2024-07-09	0.724721974685088
2024-07-10	0.1441325754604419
2024-07-11	-1.5614099776253588
2024-07-12	-1.5497406158283798
2024-07-15	-4.657245556134864
2024-07-16	6.4475920505677376
2024-07-17	-2.0577377081262308
2024-07-18	3.3359164309736372
2024-07-19	0.75044184878771872
2024-07-22	1.4507387136473166
2024-07-23	-3.1209492211005884
2024-07-24	-0.13679563184584432
2024-07-25	-1.3831268126520734
2024-07-26	3.458228530113974
2024-07-29	1.1539854325356096
2024-07-30	1.5044697047487568
2024-07-31	-1.0223883828850458
2024-08-01	0.85155426515112608
2024-08-02	1.2411026970991914
2024-08-05	-1.517731703809098
2024-08-06	-0.32419831965935652
2024-08-07	-0.28919687826683972
2024-08-08	1.2709395219337468
2024-08-09	-0.55471404749791976
2024-08-12	1.006697280377736
2024-08-13	0.17817954228229204
2024-08-14	-6.2095031718100184
2024-08-15	-0.96208164391819392
2024-08-16	-3.0737249796175164
2024-08-19	-1.1174013400327852
2024-08-20	0.30903435011970672
2024-08-21	1.2167850614878014
2024-08-22	0.94035109442216896
2024-08-23	-0.3382500494112368
2024-08-26	3.1894541301901532
2024-08-27	-0.30495745115219108
2024-08-28	-1.499260515761749
2024-08-29	-0.95344701872824736
2024-08-30	-1.5474726158299172
2024-09-02	-1.3700748960899558
2024-09-03	-1.4501817745198284
2024-09-04	-0.91542971197926352
2024-09-05	-0.17305281212069528
2024-09-06	2.6186145428189852
2024-09-09	1.9798605153419628
2024-09-10	-0.92609352284068576
2024-09-11	-1.4160903252635352
2024-09-12	-0.87039754071149744
2024-09-13	-0.53951874033786496
2024-09-16	1.3035639652143352
2024-09-17	3.298168037903982
2024-09-18	-1.0000329274191748
2024-09-19	4.6423736648191648
2024-09-20	0.8350057275409952
2024-09-23	-1.5352751281176678
2024-09-24	1.6356108432818582
2024-09-25	-0.8030851041063584
2024-09-26	0.4674484114218704
2024-09-27	-2.734694419770512
2024-09-30	2.3967840114342384
2024-10-01	0.72164492533976832
2024-10-02	-0.64613024802382536
2024-10-03	3.3858668586189896
2024-10-04	-0.62839463662179384
2024-10-07	0.55084571002633576
2024-10-08	-1.0881977115773446
2024-10-09	-0.47315198429988368
2024-10-10	-1.369399494087709
2024-10-11	-1.228408486536789
2024-10-14	-0.2608198861490072
2024-10-15	0.99778041419037328
2024-10-16	0.18863753874329992
2024-10-17	1.0863489508952546
2024-10-18	-0.294840721524829
2024-10-21	-2.2664505207047164
2024-10-22	-1.0405730083291958
2024-10-23	-1.124237438435773
2024-10-24	-1.8406484801265632
2024-10-25	2.1647039946490712
2024-10-28	-0.90401567552677216
2024-10-29	1.6053264323681762
2024-10-30	1.3968768652958046
2024-10-31	-2.652034051306118
2024-11-01	2.4916176134260624
2024-11-04	-0.6169848236159652
2024-11-05	0.37245333603702504
2024-11-06	-3.7103971621799648
2024-11-07	-4.9283094444200472
2024-11-08	-0.75640532060767264
2024-11-11	0.011299538134845966
2024-11-12	0.28961251246544652
2024-11-13	-1.8561981615420428
2024-11-14	0.23894523355898224
2024-11-15	0.58022585749469432
2024-11-18	0.236084927899129
2024-11-19	-3.623335713913028
2024-11-20	-1.3537380149758654
2024-11-21	-2.2898874391410836
2024-11-22	-0.71174269872343432
2024-11-25	-0.11246478605747856
2024-11-26	-2.6204480709654028
2024-11-27	-4.394955207093716
2024-11-28	-0.63520677268341672
2024-11-29	6.4601861849410344
2024-12-02	1.49105763750423
2024-12-03	0.76309297704609104
2024-12-04	1.4595614835482436
2024-12-05	-2.5351103975904092
2024-12-06	-0.18354911765587548
2024-12-09	0.984326105132892
2024-12-10	2.8037617563237244
2024-12-11	-0.52156246052449952
2024-12-12	3.1887060160547312
2024-12-13	0.5503428627983804
2024-12-16	0.67175577609551592
2024-12-17	-2.4645101324284632
2024-12-18	0.005553978179854688
2024-12-19	0.34814584657932724
2024-12-20	-1.2668525419500848
2024-12-23	-0.7139213341068544
2024-12-24	-1.8825432215537308
2024-12-25	-0.1818051021772762
2024-12-26	-0.21524441158763264
2024-12-27	0.78674681200348736
2024-12-30	1.551275073035228
2024-12-31	-0.45803579449080448
2025-01-01	-2.2115172952554376
2025-01-02	-12.074326920654826
2025-01-03	4.206921742567192
2025-01-06	-3.1870929953765712
2025-01-07	0.14123121435790786
2025-01-08	-3.2480905521639584
2025-01-09	-0.41214485826643
2025-01-10	-1.2456825953940274
2025-01-13	4.5739497455895192
2025-01-14	1.8765059516129656
2025-01-15	3.7043317251468784
2025-01-16	0.67859997055571112
2025-01-17	0.090011820433462784
2025-01-20	-1.4141883927479364
2025-01-21	-0.14234943645973264
2025-01-22	1.6459841758216962
2025-01-23	0.15136801630417418
2025-01-24	-0.37115553994674768
2025-01-27	1.5345465325678118
2025-01-28	0.47944952050947352
2025-01-29	-0.6355380501603252
2025-01-30	-0.048086795329460584
2025-01-31	2.9717504520744312
2025-02-03	-2.9647195001969992
2025-02-04	0.36739155912663832
2025-02-05	-3.517405778520402
2025-02-06	2.3401900354756956
2025-02-07	-2.0481151562817032
2025-02-10	-0.39978619129692824
2025-02-11	0.32382564281437864
2025-02-12	3.3668474303295052
2025-02-13	1.9511065372817976
2025-02-14	3.5718711418723896
2025-02-17	3.9629619866026512
2025-02-18	-0.41306492345132104
2025-02-19	-2.5158853264474696
2025-02-20	0.07684655835749776
2025-02-21	-1.2636562445107286
2025-02-24	1.4730932953647526
2025-02-25	-1.8981861671390728
2025-02-26	-1.7568761307306034
2025-02-27	-1.6539917997988216
2025-02-28	-1.632151613601959
2025-03-03	-1.0316187589628108
2025-03-04	4.125706368060352
2025-03-05	-0.9834697214772936
2025-03-06	-0.30874650240004396
2025-03-07	-1.6748175240204978
2025-03-10	4.8305211539269432
2025-03-11	4.9769018580590888
2025-03-12	3.1690783734954776
2025-03-13	3.1348612358979748
2025-03-14	-7.2696077084309792
2025-03-17	3.1517512773887884
2025-03-18	-1.3334235064461346
2025-03-19	-1.641738067277358
2025-03-20	1.351034020540376
2025-03-21	-0.6034957820265916
2025-03-24	-2.734202103113848
2025-03-25	0.77260280292276208
2025-03-26	-3.7307856173448928
2025-03-27	-1.5382650609675182
2025-03-28	-2.267338465317332
2025-03-31	1.4600303780583626
2025-04-01	-1.9606777840906748
2025-04-02	-0.98341420364115152
